Pro_1	Pro_2	Pro_3	Sen_1	Sen_2	Sen_3
WARS	431.11	508.65	521.77	134.52	121.44	128.49
WARS2	8.72	8.98	7.63	6.35	5.66	5.99
WARS2-IT1	0	0	0.32	0	0	0
WAS	0.1	0.28	0.18	0.26	0.49	0.17
WASF1	22.53	24.62	23.34	12.83	10.99	12.2
WASF2	75.14	75.5	70.62	57.12	66.08	55.28
WASF3	21	22.42	20.79	13.42	15.68	12.52
WASH1	17.2	20.55	22.31	11.36	12.78	11.85
WASH2P	32.56	35.76	26.16	18.24	21.64	17.98
WASH3P	13	12.78	11.55	8.24	8.12	6.87
WASH5P	21.49	27.46	17.79	12.49	18.09	11.85
WASH7P	44.82	52.13	42.84	24.09	33.89	31.19
WASIR2	0.09	0	0	0	0	0
WASL	41.96	44.94	42.73	30.03	36.13	29.39
WBP1	72.38	81.6	79	43.55	63.75	56.71
WBP11	43.35	43.98	47.84	54.39	58.18	55.2
WBP11P1	0	0.03	0.11	0	0	0.07
WBP1L	65.13	67.22	66.68	56.71	53.24	54.75
WBP2	118.1	114.85	116.7	107.27	135.22	115.68
WBP2NL	0	0	0	0	0	0
WBP4	29.97	24.78	24.56	19.78	19.42	20.67
WBP5	471.38	458.58	445.93	269.82	275.19	272.78
WBSCR16	50.93	46.7	45.59	60.75	59.33	62.43
WBSCR17	0.03	0	0	0	0	0
WBSCR22	71.05	70	72.32	99.39	94.89	93.62
WBSCR27	2.27	2.6	2.55	2.78	2.12	2.5
WBSCR28	0	0	0	0	0	0
WDFY1	49.27	49.6	55.69	46.05	53.77	45.97
WDFY2	15.64	14.13	14.19	16.12	16.73	15.15
WDFY3	16.54	17.31	15.59	14.62	16.86	13.01
WDFY3-AS2	3.48	2.84	1.98	0.68	0.79	0.75
WDFY4	0.01	0	0	0.01	0	0
WDHD1	3.7	2.92	3.62	2.93	2.86	2.46
WDPCP	2.56	2.54	2.51	2.1	2.02	1.95
WDR1	500.47	402.36	457.49	529.6	530.86	540.44
WDR11	38.92	41.09	38.33	25.28	28.01	24.78
WDR11-AS1	0.04	0	0	0	0	0
WDR12	20.03	15.37	18.07	33.54	31.83	28.25
WDR13	44.07	51.92	54.51	48.78	56.13	52.84
WDR17	0.64	0.72	0.66	0.05	0.1	0.11
WDR18	58.03	50.65	52.03	45.22	46.13	43.21
WDR19	15.25	15.55	16.23	10.18	11.07	8.83
WDR20	17.76	16	15.57	27.27	25.08	26.14
WDR24	12.54	13.25	11.17	11	14.93	11.26
WDR25	18.58	18.76	21.08	10.95	11.17	9.8
WDR26	61.57	68.17	68.71	98.35	109.72	95.17
WDR27	3.5	4.84	3.43	3.66	4.57	2.71
WDR3	19.15	17.89	17.13	40.46	31.93	32.78
WDR31	1.34	1.63	0.83	1.12	0.84	1.01
WDR33	24.79	22.46	21.43	29.45	23.72	24.44
WDR34	28.55	24.55	25.11	18.92	16.93	17.36
WDR35	5.45	5.16	4.08	4.61	4.21	4.65
WDR36	28.88	30.97	28.41	24.72	22.04	21.63
WDR37	17.65	17.05	15.97	30.74	28.7	26.74
WDR38	0	0	0	0	0	0.09
WDR4	11.64	10.69	11.24	20.1	14.29	15.99
WDR41	61.79	58.02	63.75	56.29	53.36	57.99
WDR43	41.57	38.34	39.81	55.9	41.13	49.42
WDR44	19.39	16.86	16.69	21.78	21.36	20.48
WDR45	40.41	46.11	49.79	86.69	100.08	101.11
WDR45B	107.31	106.24	102.15	116.33	98.08	114.1
WDR46	45.66	47.39	42.21	52.56	48.23	52.46
WDR47	17.13	17.45	20.33	28.82	23.9	26.83
WDR48	23.61	24.89	22.11	17.01	21.9	16.82
WDR49	0	0	0	0	0.04	0.04
WDR5	26.44	26.02	21.62	26.99	24.21	26.33
WDR53	8.84	8.46	7.18	7.8	8.79	9.26
WDR54	23.91	22.57	22.97	43.94	54.07	51.12
WDR55	23.42	20.44	18.86	39.23	36.35	36.53
WDR59	18.08	17.4	17.28	18.61	17.68	16.93
WDR5B	4.53	5.36	4.86	1.57	2.06	1.17
WDR6	64.68	67.83	65.71	53.84	58.06	49.77
WDR60	16.35	15.27	15.55	19.81	16.72	17.72
WDR61	47.56	46.85	48.99	48.4	47.55	49.51
WDR62	3.7	2.01	2.24	1.26	0.76	1.29
WDR63	5.47	5.74	4.96	5.04	5.3	4.33
WDR64	0	0.02	0	0	0	0
WDR66	10.45	7.97	8.56	1.97	1.8	1.99
WDR7	13.01	12.52	11.25	10.7	11.12	9.16
WDR70	24.07	23.4	25.29	21.37	20.98	20.76
WDR72	0	0	0	0	0	0.02
WDR73	16.96	16.97	16.29	11.82	9.54	11.15
WDR74	21.85	23.27	24.66	37.55	37.8	43.53
WDR75	28.9	26.89	24.83	40.15	37.71	37.92
WDR76	3.71	2.43	2.92	0.57	0.28	0.88
WDR77	26.04	24.67	24.88	66.94	51.01	61.6
WDR78	2.31	3	2.41	2.75	3.39	2.13
WDR81	12.46	11.27	10.86	7.37	7.43	7.77
WDR82	84.42	84.27	77.86	70.33	68.81	64.62
WDR83	14.04	12.56	12.03	17.31	19.14	16.97
WDR83OS	145.21	143.95	139.88	100.47	106.94	113.8
WDR86	0	0	0	0	0	0.05
WDR86-AS1	0	0	0	0	0	0
WDR87	0	0	0	0	0.01	0
WDR88	0.48	0.47	0.38	0.21	0	0.19
WDR89	7.87	7.38	7.73	10.93	8.5	9
WDR90	3.99	4.92	3.73	4.17	4.5	3.34
WDR91	5.42	5.76	5.49	6.21	8.8	6.35
WDR92	11.93	12.21	15.38	15.47	14.75	13.34
WDR93	0.08	0.09	0	0	0.06	0
WDSUB1	12.15	11.47	12.55	3.32	3.14	2.86
WDTC1	36.44	38.77	34.69	24.21	25.27	21.16
WDYHV1	9.06	9.05	8.65	6.65	8.21	7.09
WEE1	14.08	10.69	10.18	8.18	10.99	7.95
WEE2	0.03	0	0	0	0	0
WEE2-AS1	0.28	0.49	0.28	0.05	0.05	0
WFDC1	196.19	222.17	203.17	37.92	44.56	40.36
WFDC10A	0	0	0	0	0	0
WFDC10B	0.16	0.17	0	0	0	0.25
WFDC11	0	0	0	0	0	0
WFDC12	0	0	0	0	0	0
WFDC13	0	0	0	0	0	0
WFDC2	0	0	0	0	0	0
WFDC21P	77.32	63.77	87.22	94.91	143.31	150.24
WFDC3	0.67	0.42	1.35	1.96	1.73	1.54
WFDC5	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0
WFDC8	0	0	0	0	0	0
WFDC9	0	0	0	0	0	0
WFIKKN1	0.24	0.41	0.17	0	0	0.05
WFIKKN2	0	0.03	0.08	0	0	0.03
WFS1	44.96	54.15	57.49	36.61	38.83	35.54
WHAMM	14.21	15.41	13.18	8.45	9.19	7.25
WHAMMP1	11.17	12.74	11.33	2.74	1.82	2.11
WHAMMP2	3.88	3.63	2.95	0.54	0.33	0.47
WHAMMP3	6.96	6.85	6.96	1.72	1.34	1.52
WHSC1	24.84	19.18	21.35	13.22	13.25	13.28
WHSC1L1	40.72	44.94	41.03	28.9	28.96	24.19
WI2-2373I1.2	0	0	0	0	0	0
WIBG	41.09	35.83	40.18	49.06	47.09	53.53
WIF1	0	0	0	0	0.05	0
WIPF1	23.52	23.81	24.5	19.3	30.47	22.76
WIPF2	24.19	22.2	21.96	30.69	29.98	29.53
WIPF3	0	0.05	0	0	0	0
WIPI1	128.73	133.13	129.08	141.53	192.55	160.57
WIPI2	40.28	41.39	42.19	81.28	83.08	83.34
WISP1	64.8	95.67	94.1	14.36	12.51	15.45
WISP2	0.86	0.44	0.47	0	0	0
WISP3	0.08	0	0.27	0.1	0	0
WIZ	36.87	36	36.62	36.9	35.3	36.45
WLS	202.83	238.64	213.38	1259.55	1713.07	1382.5
WNK1	61.65	60.96	56.11	70.96	70.94	60.68
WNK2	0	0	0	0.02	0.02	0.02
WNK3	0.05	0.07	0.01	0.07	0.01	0.05
WNK4	1.66	1.41	0.72	0.77	0.86	0.45
WNT1	0	0	0	0	0	0
WNT10A	0	0	0	0.05	0.05	0
WNT10B	0.35	0.55	0.54	1.58	1.26	1.6
WNT11	0.05	0.05	0.08	2.39	2.19	2.09
WNT16	4.13	4.35	5.23	17.73	14.89	13.35
WNT2	45.87	61.72	48.46	2.69	3.51	4
WNT2B	1.78	1.58	1.42	0.66	1.05	0.33
WNT3	1.56	1.62	1.43	0.9	0.98	1.3
WNT3A	0	0	0	0	0	0
WNT4	0.07	0.08	0.04	0.06	0.11	0.05
WNT5A	282.8	330.34	301.39	404.67	376.59	349.17
WNT5B	56.44	49.02	50.6	80.5	87.25	73.19
WNT6	0	0	0	0	0	0
WNT7A	0	0	0	0	0	0
WNT7B	0.05	0.03	0.04	32.5	36.01	27.46
WNT8A	0	0	0	0	0	0
WNT8B	0	0	0	0	0	0.11
WNT9A	1.74	0.75	1.6	3.89	5.87	5.42
WNT9B	0	0	0	0	0	0
WRAP53	4.6	5.77	6.26	16.48	12.13	16.08
WRAP73	17.38	17.55	14.68	10.75	14.35	15.24
WRB	60.88	63.39	66.38	56.4	52.23	61.31
WRN	8.53	7.46	7.14	4.78	5.83	4.35
WRNIP1	44.69	45.74	45.65	59.21	59.13	56.58
WSB1	58.02	57.22	55.27	72.61	40.84	60.58
WSB2	82.89	75.82	72.29	93.29	69.91	86.24
WSCD1	0.12	0.12	0.08	0	0	0
WSCD2	0	0	0	0	0	0
WSPAR	0	0	0	0	0	0
WT1	0	0	0	0	0	0
WT1-AS	0	0	0	0	0	0
WTAP	70.74	73.12	78.16	122.46	82.91	109.06
WTAPP1	0.07	0	0	0.22	0.29	0.2
WTH3DI	0.17	0.06	0.07	0.34	0.18	0.15
WTIP	31.58	30.72	30.42	18.21	17.88	15.27
WWC1	1.47	0.99	1.55	6.87	5.75	5.65
WWC2	37.95	37.09	34.46	19.05	19.43	16.09
WWC2-AS1	0	0	0	0	0	0
WWC2-AS2	0.92	0.96	0.89	0.81	0.61	0.63
WWC3	28.49	28.2	24.45	22.45	26.73	20.19
WWOX	4.62	5.39	4.16	2.99	3.06	2.24
WWP1	16.84	18.23	18.17	17.86	21.52	19.7
WWP2	19.43	16.74	15.94	16.66	12.47	15.42
WWTR1	44.17	57.31	50.66	44.57	54.89	44.42
WWTR1-AS1	0.38	0.06	0.1	0	0.07	0.13
XAB2	26.09	28.16	29.05	31.68	36.06	35.7
XACT	0	0	0	0	0	0
XAF1	1.59	1.83	1.71	0.86	0.34	0.77
XAGE1B	0	0	0	0	0	0
XAGE1E	0	0	0	0	0	0
XAGE2	0	0	0	0	0	0
XAGE3	0	0	0	0	0	0
XAGE5	0	0	0	0	0	0
XBP1	253.55	257.65	224.69	139.14	111.04	114.03
XCL1	0	0	0.12	0	0	0.08
XCL2	0	0	0	0	0	0
XCR1	0	0	0	0	0	0
XDH	0.08	0.09	0.17	3.28	5.16	4.37
XG	0	0	0	0.08	0.04	0.11
XGY2	0	0	0	0	0	0
XIAP	14.81	17.51	17.03	28.38	27.26	25.1
XIRP1	0.01	0.02	0.05	0.06	0.18	0
XIRP2	0.19	0.27	0.11	2.74	3.31	3.29
XIRP2-AS1	0	0	0	0	0	0
XIST	35.74	47.32	40.07	16.72	18.34	15.23
XK	0.53	0.41	0.68	0.29	0.21	0.18
XKR3	0	0	0	0	0	0
XKR4	0	0	0	0	0	0.05
XKR5	0.02	0	0	0	0.02	0
XKR6	1.7	2.18	1.86	1.32	1.48	1.11
XKR7	0	0	0	0	0	0
XKR8	13	10.57	10.36	12.4	13.43	10.98
XKR9	0.15	0.07	0.32	0.04	0.11	0
XKRX	0.25	0.24	0.06	3.31	5.08	2.75
XKRY	0	0	0	0	0	0
XKRY2	0	0	0	0	0	0
XLOC_007697	0	0	0	0	0	0
XLOC_008559	0	0	0	0	0	0
XLOC_009911	0	0	0	0	0	0
XPA	11.96	12.24	15.2	8.95	8.79	9.37
XPC	46.87	53	46.04	31.41	33.45	30.33
XPNPEP1	72.84	74.41	68.99	84.03	84.4	87.9
XPNPEP2	0.03	0	0.05	0	0	0
XPNPEP3	13.11	12.55	12.89	11.59	11.31	9.57
XPO1	93	87.18	88.58	76.66	73.6	76.28
XPO4	10.08	9.28	9.1	8.51	7.93	7.28
XPO5	16.25	15.9	17	33.87	28.92	31.29
XPO6	97.49	88.44	95.65	113.26	92.19	103.85
XPO7	47.11	45.98	45.92	41.98	44.43	37.55
XPOT	222	226.91	210.76	95.48	86.13	85.59
XPR1	26.18	29.58	29.02	19.18	19.85	18.6
XRCC1	26.12	26.41	26.06	39.87	49.85	41.57
XRCC2	1.41	0.74	0.88	0.38	0.25	0.27
XRCC3	5.04	5.59	4.73	3.12	3.2	2.64
XRCC4	9.2	8.49	9.26	4.72	4.31	5.41
XRCC5	187.97	186.97	191.58	250.18	229.39	242.63
XRCC6	265.2	244.78	261.96	296.62	257.02	287.22
XRCC6BP1	5.93	5.7	4.88	1.88	2.36	1.97
XRCC6P5	0.04	0	0	0	0	0.1
XRN1	18.98	19.77	17.57	11.6	14.43	10.3
XRN2	67.57	71.16	74.25	78.11	75.72	76.55
XRRA1	3.63	3.36	4.27	5.41	5.5	4.71
XXYLT1	48.79	49.28	46.33	39.93	36.41	31.67
XXYLT1-AS1	0	0	0	0	0	0
XXYLT1-AS2	0	0	0	0	0	0
XYLB	3.2	2.2	2.16	4.93	3.32	3.3
XYLT1	4.76	3.57	3.4	6.86	6.12	5.58
XYLT2	68.23	63.59	61.18	116.21	119.08	105.29
YAE1D1	30.13	30.69	29.72	38.77	31.13	35.47
YAF2	7.46	7.16	7.03	7.08	7.89	7.72
YAP1	119.35	115.28	115.37	111.55	120.51	101.57
YARS	176.36	163.75	168.67	113.76	110.65	113.99
YARS2	16.78	17.41	15.67	32.95	32.62	32.54
YBEY	20.77	20.65	19.55	14.9	21.66	23.79
YBX1	1314.02	1207.74	1297.75	1452.11	1429.71	1513.23
YBX2	0	0.06	0.1	0	0.07	0
YBX3	243.34	257.04	230.98	304.41	331.19	295.03
YBX3P1	2.5	2.44	2.71	2.59	3.22	2.65
YDJC	19.55	17.59	17.27	47.18	36.73	42.13
YEATS2	31.88	31.67	32.3	33.62	32.98	33.85
YEATS4	12	11.5	12.78	8.85	8.22	9.22
YES1	30.44	34.45	36.37	70.04	80.81	68.97
YIF1A	190.4	199.09	186.75	214.45	209.78	217.9
YIF1B	64.28	54.85	57.95	54.86	56.71	57.66
YIPF1	44.04	42.58	38.06	29.03	27.11	33.38
YIPF2	66.59	62.17	55.35	46.6	44.58	48.73
YIPF3	199.05	210.43	218.25	279.28	269.13	267.88
YIPF4	68.53	67.58	70.39	60.08	63.98	58.6
YIPF5	114.42	107.55	103.07	96.28	83.88	89.49
YIPF6	30.03	29.86	26.61	35.28	31.82	30.76
YIPF7	0	0.11	0	0	0	0
YJEFN3	1.97	3.59	2.12	3.51	2.12	3.41
YKT6	168.99	157.13	156.91	233.91	212.17	225.11
YLPM1	25.74	26.72	26.91	24.42	27.31	23.41
YME1L1	138.04	131.01	136.55	153.08	152.72	145.7
YOD1	7.11	6.21	5.25	10.06	7.26	8.17
YPEL1	0.79	1.29	1.41	0.11	0.61	0.18
YPEL2	5.72	6.45	5.89	8.29	14.97	8.2
YPEL3	40.75	47.92	42.15	13.17	16.61	14.63
YPEL4	1.39	1.76	0.66	0.21	0.71	0.43
YPEL5	102.66	111.25	115.76	124.45	116	117.67
YRDC	27.84	24.34	21.66	66.02	46.39	56.89
YTHDC1	20.11	22.21	19.56	18.55	15.85	16.61
YTHDC2	20.2	19.57	19.15	14.86	13.56	13.08
YTHDF1	41.49	45.5	37.52	50.7	43.96	44.3
YTHDF2	56.62	56.57	57.03	67.56	55.76	69.9
YTHDF3	59.27	55.99	56.06	67.31	60.79	60
YTHDF3-AS1	1.92	0.6	0.73	0.88	0.66	0.47
YWHAB	311.08	282.82	278.39	345	295.98	330.49
YWHAE	686.51	630.21	662.3	813.26	774.23	797.24
YWHAEP1	0.46	0.61	0.45	0.45	0.25	0.81
YWHAEP7	0	0	0	0	0.04	0
YWHAG	243.48	233.34	238.91	360.76	285.23	316.32
YWHAH	120.31	88.9	102.01	177.8	167.27	181.4
YWHAQ	452.16	419.59	468.47	424.86	405.82	437.96
YWHAZ	494.63	419.48	466.9	576.53	553.57	580.44
YY1	76.36	81.94	75.63	70.87	73.2	66.02
YY1AP1	29.28	29.99	28.75	28.71	30.89	31.45
YY1P2	0	0	0	0	0	0
YY2	2.25	2.86	3.97	2.13	1.68	1.87
ZACN	0.11	0	0	0	0.26	0
ZADH2	12.07	11.37	12.04	6.04	6.74	5.87
ZAK	71.48	69.92	71.7	65.68	70.74	61.19
ZAN	0	0	0	0	0	0
ZAP70	0.15	0.08	0.07	0.17	0.27	0.15
ZAR1	0	0	0	0	0	0
ZAR1L	0	0	0	0	0	0
ZASP	0	0	0	0	0	0
ZBBX	0	0.03	0	0	0	0
ZBED1	24.09	24.92	23.95	28.26	31.63	29.18
ZBED2	0.29	0.14	0.07	0.85	1.26	1.05
ZBED3	2.95	3.23	2.2	0.34	0	0.08
ZBED3-AS1	0.08	0.18	0.15	0	0	0
ZBED4	11.34	11.07	10.43	21.61	22.16	20.38
ZBED5	20.71	23.59	23.79	19.54	17.29	17.04
ZBED5-AS1	7.82	9.12	8.55	6.66	7	6.87
ZBED6	26.52	28.6	23.22	20.61	25.16	16.08
ZBED6CL	0.54	0.59	0.56	0.28	0.42	0.4
ZBED8	5.34	5.6	5.78	2.03	1.93	1.95
ZBED9	0.11	0	0	0.07	0.07	0.11
ZBP1	0	0	0	0	0	0
ZBTB1	28.03	27.32	27.03	29.35	27.19	25.16
ZBTB10	4.32	4.71	4.47	2.53	3.33	2.79
ZBTB11	16.23	14.02	15.67	18.29	16.94	17.12
ZBTB11-AS1	3.68	3.19	2.92	4.23	2.25	3.26
ZBTB12	7.15	9.39	9.23	3.41	3.05	2.79
ZBTB14	7.5	7.96	8.4	4.27	4.77	4.4
ZBTB16	0	0.04	0.07	0.1	0.1	0.14
ZBTB17	17.9	19.07	19.55	24.23	24.9	23.71
ZBTB18	7.6	7.06	8.28	3.19	4.11	3.41
ZBTB2	19.3	18.3	16.57	19.35	15.25	16.85
ZBTB20	6.37	6.19	5.28	1.85	1.45	1.28
ZBTB20-AS1	0	0	0	0	0	0
ZBTB20-AS3	0	0	0	0	0	0
ZBTB20-AS4	0	0.32	0.26	0	0	0.34
ZBTB21	9.79	9.31	8.24	17.3	20.96	15.65
ZBTB22	21.06	21.69	20.88	10.33	14.87	12
ZBTB24	5.12	5.61	6.65	4.55	5.48	4.96
ZBTB25	5.25	5.1	7.4	7.34	8.11	6.23
ZBTB26	6.22	6.03	6.59	2.07	2.22	1.88
ZBTB3	1.73	1.3	1.72	1.06	1.7	0.81
ZBTB32	0.09	0.05	0	0.06	0.06	0.05
ZBTB33	13.24	14.4	12.94	13.75	14.07	13.92
ZBTB34	8.47	10.56	7.78	6.94	7.57	6.05
ZBTB37	3.66	3.67	3.04	2.27	2.6	1.81
ZBTB38	53.4	48.25	46.68	28.96	30.97	25.23
ZBTB39	5.8	5.54	4.42	4.99	5	3.72
ZBTB4	70.39	72.81	67.68	56.13	66.83	57.01
ZBTB40	10.63	11.03	9.18	10.62	11.41	9.13
ZBTB41	8.97	9.44	9.74	6.76	6.93	5.65
ZBTB42	4.19	3.86	3.79	3.12	4.24	3.63
ZBTB43	7.92	7.88	7.79	11.92	11.25	9.98
ZBTB44	13.99	16.18	13.99	6.78	8.31	6.6
ZBTB45	10.5	12.05	10.74	14.68	13.01	13.38
ZBTB46	8.41	9.47	8.86	4.02	9.67	4.12
ZBTB46-AS1	0	0	0	0	0	0
ZBTB47	27.1	27.13	25.07	23.13	21.13	21.26
ZBTB48	6.01	7.64	5.7	10	9.8	8.47
ZBTB49	2.58	2.83	2.44	2.65	3.58	3.38
ZBTB5	10.69	10.48	10.66	7.41	8.37	6.91
ZBTB6	7.45	8.73	7.89	7.99	7.72	7.06
ZBTB7A	39.54	38.83	37.94	58.76	67.25	60.9
ZBTB7B	26.02	26.92	23.61	30.68	34.95	31.45
ZBTB7C	0	0	0	0	0	0
ZBTB8A	4.6	4.73	4.34	2.22	2.61	2.18
ZBTB8B	0	0	0	0	0	0
ZBTB8OS	23.31	24.55	26.74	37.68	39.44	40.27
ZBTB9	7.7	7.04	6.86	9.63	8.8	9.39
ZC2HC1A	11.59	12.07	11.61	6.3	7.71	5.32
ZC2HC1B	0	0	0	0	0	0
ZC2HC1C	0.35	0.41	0.44	0.23	0.54	0.31
ZC3H10	7.5	7.9	9.01	3.44	4.49	3.49
ZC3H11A	72.35	77.34	64.05	54.5	59.71	51.22
ZC3H12A	4.71	5.05	5.37	108.37	136.37	121.69
ZC3H12B	0.33	0.27	0.43	0.13	0.07	0.14
ZC3H12C	6.47	5.88	5.44	14.15	12.52	11.22
ZC3H12D	0	0	0.1	0.02	0.11	0.04
ZC3H13	19.81	22.33	21.89	20.65	19.63	18.9
ZC3H14	27.96	29.28	31.47	27.7	27.27	27.2
ZC3H15	70.99	68.02	68.28	98.52	76.84	94.66
ZC3H18	32.84	33.54	32.08	37.21	35.55	35.5
ZC3H3	19.59	20.25	18.25	17.21	16.95	14.83
ZC3H4	13	12.4	11.53	10.38	9.05	8.86
ZC3H6	2.44	2.63	2.49	1.4	1.88	1.18
ZC3H7A	46.52	47.04	46.98	39.12	32.73	35.19
ZC3H7B	204.39	217.5	203.47	105.27	95.49	93
ZC3H8	6.23	4.49	4.58	8.89	6.36	8.59
ZC3HAV1	35.48	32.73	31.92	30.07	25.71	27.43
ZC3HAV1L	14.67	14.97	9.75	12.29	8.16	9.59
ZC3HC1	16.18	17.77	17.57	17.86	18.2	19.16
ZC4H2	5.98	6.68	6.34	3.98	2.32	3.25
ZCCHC10	15.92	17.12	15.84	15.63	13.55	13.69
ZCCHC11	16.98	19.15	16.97	9.6	9.91	8.77
ZCCHC12	0.04	0	0.07	0	0.05	0.1
ZCCHC13	0	0	0	0	0	0
ZCCHC14	15.04	17.76	15.09	14.75	14.08	11.06
ZCCHC16	0.03	0	0	0.04	0	0.04
ZCCHC17	54.54	51.26	54.34	83.93	84.2	94.61
ZCCHC18	0.52	0.61	0.26	0	0.18	0.09
ZCCHC2	5.67	5.25	4.37	2.95	3.99	2.74
ZCCHC24	69.27	75.99	74.93	27.57	37.69	31.25
ZCCHC3	52.22	50.42	45.96	32.51	29.91	26.41
ZCCHC4	7.23	6.6	7.61	4.87	5.58	6.14
ZCCHC5	0.58	0.45	0.3	0.18	0	0.16
ZCCHC6	20.44	20.32	18.39	45.68	59.39	41.92
ZCCHC7	19.67	18.38	19.38	22.88	23.12	21.32
ZCCHC8	11.72	11.01	8.69	5.72	4.48	5.29
ZCCHC9	32.78	33.24	40.27	41.5	40.65	34.59
ZCRB1	60.84	55.81	60.41	39.33	34.63	39.68
ZCWPW1	1.88	1.75	2.86	0.71	0.78	0.95
ZCWPW2	2.32	1.59	2	1.59	1.37	1.24
ZDBF2	3.8	4.9	3.86	3.72	2.9	3.18
ZDHHC1	12.54	18.13	15.87	8.2	10.67	8.8
ZDHHC11	0.35	0.5	0.98	0.27	0.34	0.16
ZDHHC12	44.02	37.78	39.51	25.37	22.74	29.63
ZDHHC13	10.53	9.71	9.05	4.18	3.81	5.49
ZDHHC14	6.58	7.91	6.34	7.73	9.55	8.15
ZDHHC15	0	0	0	0	0	0
ZDHHC16	60.25	55.66	61.81	64.17	62.52	60.31
ZDHHC17	16.25	17.31	16.19	8.69	9.43	8.42
ZDHHC18	33.78	33.37	26.7	41.22	38.15	34.89
ZDHHC19	0	0	0.12	0	0	0
ZDHHC2	67.96	61.02	63.33	22.66	22.96	22.26
ZDHHC20	47.98	48.54	47.47	34.11	31.2	31.33
ZDHHC21	4.98	5.21	4.71	4.6	5.34	4.57
ZDHHC22	0	0	0	0	0	0
ZDHHC23	0.48	0.29	0.67	0.43	0.78	0.3
ZDHHC24	26.99	25.82	25.83	27.09	28.48	31.49
ZDHHC3	10.64	11.04	11.2	10.54	9.52	10.44
ZDHHC4	45.37	50.05	46.69	31.54	28.15	37.18
ZDHHC5	81.34	80.83	82.97	96.74	89.71	89.19
ZDHHC6	24.62	23.03	22.49	30.01	27.22	28.13
ZDHHC7	129.35	114.26	115.83	82.09	76.02	74.25
ZDHHC8	34.03	35.4	31.86	39.41	38.06	37.93
ZDHHC8P1	0	0	0	0	0	0
ZDHHC9	34.79	35.7	33.5	54.1	46.56	52.08
ZEB1	91.63	116.78	116.02	115.29	149.62	115.53
ZEB1-AS1	4.91	5.47	4.15	3.34	3.9	3.38
ZEB2	28.57	27.35	26.27	21.92	17.3	17.9
ZEB2-AS1	0	0	0	0	0	0
ZER1	23.88	26.68	28.49	32.05	39.64	33.59
ZFAND1	24.16	25.32	19.4	17.24	20.53	17.46
ZFAND2A	23.49	20.22	23.37	29.47	25.74	28.72
ZFAND2B	26.61	23.9	23.19	25.21	19.4	22.28
ZFAND3	104.06	117.55	110.1	95.76	93.49	90.46
ZFAND4	3.82	3.82	3.26	1.39	1.71	1.03
ZFAND5	107.2	128.86	143.94	95.21	114.16	96.23
ZFAND6	86.11	89.84	94.92	94.49	105	96.7
ZFAS1	210.31	241.74	248.03	130.78	146.06	150.48
ZFAT	6.45	6.17	5.46	6.28	5.87	5.15
ZFAT-AS1	0.28	0.14	0.25	0.17	0	0
ZFC3H1	19.31	21.48	21.39	23.63	29.57	22.14
ZFHX2	0.44	0.64	0.34	2	1.56	1.5
ZFHX3	10.63	10.72	9.43	7.52	8.41	6.97
ZFHX4	7.51	7.83	8.05	1.79	1.76	1.3
ZFHX4-AS1	1.24	1.48	1.62	0	0.07	0.19
ZFP1	5.36	6.92	6.16	4.38	4.63	5.3
ZFP14	1.82	2.44	1.91	0.96	0.94	0.85
ZFP2	0.42	0.37	0.27	0	0.14	0.04
ZFP28	4.83	5.43	6.29	7.53	8.19	7.39
ZFP3	0.18	0.18	0.06	0.14	0.13	0.1
ZFP30	5.25	5.33	5.05	6.3	5.71	4.7
ZFP36	34.72	33.01	29.82	13.11	15.43	15.92
ZFP36L1	147.7	155.99	148.08	139.91	206.26	166.81
ZFP36L2	86.24	95.63	90.53	20.09	25.31	21.66
ZFP37	1.99	3.21	3.14	1.52	2.19	1.76
ZFP41	12.29	13.19	11.82	10.28	10.74	9.48
ZFP42	0.04	0	0	0.05	0	0
ZFP57	0	0	0	0	0.06	0
ZFP62	7.51	8.2	7.96	3.69	3.48	3.73
ZFP64	11.28	11.48	11.08	9.85	11.57	10.8
ZFP69	3.01	3.8	3.74	2.28	4.57	2.79
ZFP69B	3.74	5.38	2.63	8.17	6.61	4.53
ZFP82	4.03	4.91	4.72	6.47	5.22	5.25
ZFP90	16.43	17.49	15.23	10.66	15.88	11.35
ZFP91	63.32	58.22	60.49	78.87	90.1	75.42
ZFP91-CNTF	0	0	0	0	1.57	0
ZFP92	0	0.16	0	0	0	0
ZFPL1	46.22	47.52	46.1	31.03	29.19	32.17
ZFPM1	7.68	7.39	5.86	7.7	9.15	7.31
ZFPM2	9.24	8.38	10.19	1.06	0.73	0.86
ZFPM2-AS1	22.46	19.08	20	12.72	10.65	12
ZFR	85.3	85.92	84.46	72.11	70.97	64.7
ZFR2	0	0	0	0	0	0
ZFX	16.79	16.03	14.7	14.76	12.28	11.67
ZFX-AS1	0.26	0	0.91	0	0.62	0
ZFY	0.02	0.04	0	0.05	0	0.02
ZFYVE1	21.66	24.87	25.63	19.61	20.9	18.5
ZFYVE16	14.88	17.86	15.9	15.65	20.17	16.12
ZFYVE19	15.24	15.93	14.62	20.43	22.86	21.82
ZFYVE21	70.58	70.3	69.43	46.78	49.42	51.27
ZFYVE26	14.78	13.81	11.67	11.65	11.81	9.09
ZFYVE27	14.9	15.09	13.86	28.2	26.64	25
